"dwal","p","ybar:0","ybar:1","ybar:2","Points:0","Points:1","Points:2"
7.940794827e-04,9.697635896e+04,1.109461491e+00,2.736026274e-03,0.000000000e+00,2.173420000e-01,-3.254342052e-02,0.000000000e+00
7.071787547e-02,9.697901173e+04,1.245845159e+01,1.144950671e+00,0.000000000e+00,2.173420000e-01,4.143286096e-02,0.000000000e+00
7.065165733e-02,9.697897196e+04,1.247767505e+01,1.136462112e+00,0.000000000e+00,2.173420000e-01,3.970280367e-02,0.000000000e+00
7.066284856e-02,9.697897105e+04,1.247809577e+01,1.136295092e+00,0.000000000e+00,2.173420000e-01,3.966663267e-02,0.000000000e+00
7.067053261e-02,9.697897042e+04,1.247838465e+01,1.136180414e+00,0.000000000e+00,2.173420000e-01,3.964179718e-02,0.000000000e+00
6.859116327e-04,9.697635906e+04,9.844098112e-01,1.833064733e-03,0.000000000e+00,2.173420000e-01,-3.265158837e-02,0.000000000e+00
6.165198871e-04,9.697635912e+04,8.797190494e-01,1.337903384e-03,0.000000000e+00,2.173420000e-01,-3.272098011e-02,0.000000000e+00
5.642704917e-04,9.697635916e+04,8.008908119e-01,9.650653618e-04,0.000000000e+00,2.173420000e-01,-3.277322951e-02,0.000000000e+00
6.336622373e-04,9.697635910e+04,9.055815736e-01,1.460226712e-03,0.000000000e+00,2.173420000e-01,-3.270383776e-02,0.000000000e+00
5.471281415e-04,9.697635923e+04,7.758387907e-01,8.542059261e-04,0.000000000e+00,2.173420000e-01,-3.279037186e-02,0.000000000e+00
4.916148631e-04,9.697635935e+04,6.816627323e-01,5.967208181e-04,0.000000000e+00,2.173420000e-01,-3.284588514e-02,0.000000000e+00
4.498154358e-04,9.697635944e+04,6.107516740e-01,4.028441386e-04,0.000000000e+00,2.173420000e-01,-3.288768456e-02,0.000000000e+00
5.053287141e-04,9.697635932e+04,7.049277325e-01,6.603292466e-04,0.000000000e+00,2.173420000e-01,-3.283217129e-02,0.000000000e+00
4.361015848e-04,9.697635950e+04,5.884152270e-01,3.302396466e-04,0.000000000e+00,2.173420000e-01,-3.290139842e-02,0.000000000e+00
3.916910567e-04,9.697635959e+04,5.092676360e-01,2.244451293e-04,0.000000000e+00,2.173420000e-01,-3.294580894e-02,0.000000000e+00
3.582515860e-04,9.697635967e+04,4.496724530e-01,1.447858050e-04,0.000000000e+00,2.173420000e-01,-3.297924841e-02,0.000000000e+00
4.026621141e-04,9.697635957e+04,5.288200440e-01,2.505803223e-04,0.000000000e+00,2.173420000e-01,-3.293483789e-02,0.000000000e+00
1.653242369e-04,9.697927917e+04,-7.126555717e-01,-5.144033016e-03,0.000000000e+00,2.173420000e-01,1.119876550e-01,0.000000000e+00
1.739049944e-04,9.697927920e+04,-7.512826015e-01,-5.398741018e-03,0.000000000e+00,2.173420000e-01,1.119790742e-01,0.000000000e+00
1.375236796e-04,9.697927908e+04,-5.972486983e-01,-3.847229612e-03,0.000000000e+00,2.173420000e-01,1.120154548e-01,0.000000000e+00
1.461073210e-04,9.697927911e+04,-6.328814811e-01,-4.247627895e-03,0.000000000e+00,2.173420000e-01,1.120068714e-01,0.000000000e+00
1.557144170e-04,9.697927914e+04,-6.727628728e-01,-4.695766926e-03,0.000000000e+00,2.173420000e-01,1.119972645e-01,0.000000000e+00
2.086620762e-04,9.697927928e+04,-8.930861639e-01,-7.209632143e-03,0.000000000e+00,2.173420000e-01,1.119443180e-01,0.000000000e+00
2.193817348e-04,9.697927931e+04,-9.399819904e-01,-7.586914471e-03,0.000000000e+00,2.173420000e-01,1.119335984e-01,0.000000000e+00
1.846291117e-04,9.697927922e+04,-7.950353554e-01,-5.957482084e-03,0.000000000e+00,2.173420000e-01,1.119683504e-01,0.000000000e+00
1.966434646e-04,9.697927925e+04,-8.440520724e-01,-6.583446173e-03,0.000000000e+00,2.173420000e-01,1.119563363e-01,0.000000000e+00
2.628380445e-04,9.697927934e+04,-1.111716507e+00,-1.009137028e-02,0.000000000e+00,2.173420000e-01,1.118901432e-01,0.000000000e+00
2.762277818e-04,9.697927941e+04,-1.167471520e+00,-1.062676580e-02,0.000000000e+00,2.173420000e-01,1.118767534e-01,0.000000000e+00
2.327783813e-04,9.697927932e+04,-9.929240517e-01,-8.358984379e-03,0.000000000e+00,2.173420000e-01,1.119202020e-01,0.000000000e+00
2.478048833e-04,9.697927933e+04,-1.052307121e+00,-9.224985436e-03,0.000000000e+00,2.173420000e-01,1.119051759e-01,0.000000000e+00
3.305637057e-04,9.697927932e+04,-1.369419199e+00,-1.401099337e-02,0.000000000e+00,2.173420000e-01,1.118224189e-01,0.000000000e+00
3.472854922e-04,9.697927943e+04,-1.432937204e+00,-1.470754206e-02,0.000000000e+00,2.173420000e-01,1.118056971e-01,0.000000000e+00
2.929602958e-04,9.697927938e+04,-1.229660439e+00,-1.166892412e-02,0.000000000e+00,2.173420000e-01,1.118600213e-01,0.000000000e+00
3.117567931e-04,9.697927935e+04,-1.299520464e+00,-1.283963440e-02,0.000000000e+00,2.173420000e-01,1.118412253e-01,0.000000000e+00
4.152296511e-04,9.697927912e+04,-1.655612301e+00,-1.900762198e-02,0.000000000e+00,2.173420000e-01,1.117377547e-01,0.000000000e+00
4.361078202e-04,9.697927923e+04,-1.721839648e+00,-1.976665029e-02,0.000000000e+00,2.173420000e-01,1.117168765e-01,0.000000000e+00
3.681803448e-04,9.697927934e+04,-1.501416429e+00,-1.602994471e-02,0.000000000e+00,2.173420000e-01,1.117848028e-01,0.000000000e+00
3.916968512e-04,9.697927923e+04,-1.578487665e+00,-1.751826775e-02,0.000000000e+00,2.173420000e-01,1.117612869e-01,0.000000000e+00
5.210758976e-04,9.697927842e+04,-1.933904701e+00,-2.443408756e-02,0.000000000e+00,2.173420000e-01,1.116319106e-01,0.000000000e+00
5.471359678e-04,9.697927850e+04,-1.992918079e+00,-2.510224617e-02,0.000000000e+00,2.173420000e-01,1.116058505e-01,0.000000000e+00
4.621938743e-04,9.697927898e+04,-1.786945752e+00,-2.119960046e-02,0.000000000e+00,2.173420000e-01,1.116907911e-01,0.000000000e+00
4.916221374e-04,9.697927870e+04,-1.860393408e+00,-2.281614371e-02,0.000000000e+00,2.173420000e-01,1.116613636e-01,0.000000000e+00
6.534052471e-04,9.697927696e+04,-2.155060670e+00,-2.922548541e-02,0.000000000e+00,2.173420000e-01,1.114995840e-01,0.000000000e+00
6.859214497e-04,9.697927703e+04,-2.199632133e+00,-2.981712282e-02,0.000000000e+00,2.173420000e-01,1.114670678e-01,0.000000000e+00
5.796926925e-04,9.697927803e+04,-2.042592188e+00,-2.636544439e-02,0.000000000e+00,2.173420000e-01,1.115732947e-01,0.000000000e+00
6.165290126e-04,9.697927750e+04,-2.098795979e+00,-2.779469057e-02,0.000000000e+00,2.173420000e-01,1.115364593e-01,0.000000000e+00
8.188505547e-04,9.697927467e+04,-2.306347632e+00,-3.329822654e-02,0.000000000e+00,2.173420000e-01,1.113341421e-01,0.000000000e+00
8.594036746e-04,9.697927475e+04,-2.336269303e+00,-3.393119061e-02,0.000000000e+00,2.173420000e-01,1.112935890e-01,0.000000000e+00
7.265378410e-04,9.697927631e+04,-2.232238976e+00,-3.088077153e-02,0.000000000e+00,2.173420000e-01,1.114264524e-01,0.000000000e+00
7.726629413e-04,9.697927549e+04,-2.269268211e+00,-3.208868050e-02,0.000000000e+00,2.173420000e-01,1.113803285e-01,0.000000000e+00
1.025709711e-03,9.697927151e+04,-2.400691988e+00,-3.714132798e-02,0.000000000e+00,2.173420000e-01,1.111272872e-01,0.000000000e+00
1.076256922e-03,9.697927156e+04,-2.418869239e+00,-3.787229733e-02,0.000000000e+00,2.173420000e-01,1.110767400e-01,0.000000000e+00
9.100497958e-04,9.697927377e+04,-2.355888309e+00,-3.490879196e-02,0.000000000e+00,2.173420000e-01,1.112429442e-01,0.000000000e+00
9.678307712e-04,9.697927264e+04,-2.378271174e+00,-3.602411449e-02,0.000000000e+00,2.173420000e-01,1.111851647e-01,0.000000000e+00
1.284365778e-03,9.697926729e+04,-2.452334503e+00,-4.108178014e-02,0.000000000e+00,2.173420000e-01,1.108686365e-01,0.000000000e+00
1.347324066e-03,9.697926717e+04,-2.461443198e+00,-4.189840749e-02,0.000000000e+00,2.173420000e-01,1.108056782e-01,0.000000000e+00
1.139370021e-03,9.697927027e+04,-2.429018238e+00,-3.884563605e-02,0.000000000e+00,2.173420000e-01,1.110136285e-01,0.000000000e+00
1.211791084e-03,9.697926878e+04,-2.440664018e+00,-3.996252342e-02,0.000000000e+00,2.173420000e-01,1.109412093e-01,0.000000000e+00
1.607814386e-03,9.697926146e+04,-2.470014307e+00,-4.522195551e-02,0.000000000e+00,2.173420000e-01,1.105451946e-01,0.000000000e+00
1.686158730e-03,9.697926098e+04,-2.471631299e+00,-4.608970846e-02,0.000000000e+00,2.173420000e-01,1.104668503e-01,0.000000000e+00
1.425911031e-03,9.697926544e+04,-2.464029004e+00,-4.290108411e-02,0.000000000e+00,2.173420000e-01,1.107270933e-01,0.000000000e+00
1.516742132e-03,9.697926345e+04,-2.467017688e+00,-4.405998139e-02,0.000000000e+00,2.173420000e-01,1.106362645e-01,0.000000000e+00
2.012326496e-03,9.697925352e+04,-2.455158247e+00,-4.944748513e-02,0.000000000e+00,2.173420000e-01,1.101406909e-01,0.000000000e+00
2.109702979e-03,9.697925268e+04,-2.449128177e+00,-5.031945291e-02,0.000000000e+00,2.173420000e-01,1.100433144e-01,0.000000000e+00
1.783916004e-03,9.697925875e+04,-2.466694083e+00,-4.709608349e-02,0.000000000e+00,2.173420000e-01,1.103690955e-01,0.000000000e+00
1.897931768e-03,9.697925614e+04,-2.460935735e+00,-4.826983366e-02,0.000000000e+00,2.173420000e-01,1.102550827e-01,0.000000000e+00
2.518282440e-03,9.697924336e+04,-2.405980862e+00,-5.345445298e-02,0.000000000e+00,2.173420000e-01,1.096347455e-01,0.000000000e+00
2.639134448e-03,9.697924203e+04,-2.392100995e+00,-5.425036661e-02,0.000000000e+00,2.173420000e-01,1.095138935e-01,0.000000000e+00
2.231153633e-03,9.697924991e+04,-2.436302595e+00,-5.125133481e-02,0.000000000e+00,2.173420000e-01,1.099218669e-01,0.000000000e+00
2.374419849e-03,9.697924665e+04,-2.421173218e+00,-5.235060593e-02,0.000000000e+00,2.173420000e-01,1.097786044e-01,0.000000000e+00
3.151223361e-03,9.697923045e+04,-2.321607179e+00,-5.685332808e-02,0.000000000e+00,2.173420000e-01,1.090018179e-01,0.000000000e+00
3.300925239e-03,9.697922848e+04,-2.299913107e+00,-5.748487197e-02,0.000000000e+00,2.173420000e-01,1.088521160e-01,0.000000000e+00
2.789779315e-03,9.697923862e+04,-2.371363324e+00,-5.501609844e-02,0.000000000e+00,2.173420000e-01,1.093632526e-01,0.000000000e+00
2.970031252e-03,9.697923455e+04,-2.346549963e+00,-5.593232380e-02,0.000000000e+00,2.173420000e-01,1.091830053e-01,0.000000000e+00
3.943179756e-03,9.697921415e+04,-2.201025740e+00,-5.913127456e-02,0.000000000e+00,2.173420000e-01,1.082098782e-01,0.000000000e+00
4.128165562e-03,9.697921140e+04,-2.171501220e+00,-5.948729135e-02,0.000000000e+00,2.173420000e-01,1.080248923e-01,0.000000000e+00
3.487399955e-03,9.697922432e+04,-2.271201758e+00,-5.796289501e-02,0.000000000e+00,2.173420000e-01,1.086656461e-01,0.000000000e+00
3.714547145e-03,9.697921925e+04,-2.236228103e+00,-5.854518087e-02,0.000000000e+00,2.173420000e-01,1.084385048e-01,0.000000000e+00
4.934355065e-03,9.697919406e+04,-2.042760162e+00,-5.961014421e-02,0.000000000e+00,2.173420000e-01,1.072187239e-01,0.000000000e+00
5.162218282e-03,9.697919042e+04,-2.005370838e+00,-5.953695208e-02,0.000000000e+00,2.173420000e-01,1.069908606e-01,0.000000000e+00
4.358386403e-03,9.697920645e+04,-2.134737066e+00,-5.952237403e-02,0.000000000e+00,2.173420000e-01,1.077946775e-01,0.000000000e+00
4.645194077e-03,9.697920028e+04,-2.088936516e+00,-5.956607982e-02,0.000000000e+00,2.173420000e-01,1.075078773e-01,0.000000000e+00
6.175267325e-03,9.697916935e+04,-1.844168510e+00,-5.727221980e-02,0.000000000e+00,2.173420000e-01,1.059778381e-01,0.000000000e+00
6.454787115e-03,9.697916464e+04,-1.798723006e+00,-5.653346389e-02,0.000000000e+00,2.173420000e-01,1.056983183e-01,0.000000000e+00
5.445484359e-03,9.697918453e+04,-1.960295872e+00,-5.890369366e-02,0.000000000e+00,2.173420000e-01,1.067076020e-01,0.000000000e+00
5.808505352e-03,9.697917698e+04,-1.902529834e+00,-5.809213832e-02,0.000000000e+00,2.173420000e-01,1.063445905e-01,0.000000000e+00
7.729487072e-03,9.697914091e+04,-1.598540551e+00,-5.076750973e-02,0.000000000e+00,2.173420000e-01,1.044236519e-01,0.000000000e+00
8.070501883e-03,9.697913552e+04,-1.544026260e+00,-4.908762834e-02,0.000000000e+00,2.173420000e-01,1.040826371e-01,0.000000000e+00
6.801780452e-03,9.697915818e+04,-1.744230199e+00,-5.496388066e-02,0.000000000e+00,2.173420000e-01,1.053513341e-01,0.000000000e+00
7.262647751e-03,9.697914960e+04,-1.671854307e+00,-5.287920206e-02,0.000000000e+00,2.173420000e-01,1.048904789e-01,0.000000000e+00
9.677160383e-03,9.697910716e+04,-1.291748821e+00,-3.787212122e-02,0.000000000e+00,2.173420000e-01,1.024760211e-01,0.000000000e+00
1.009015010e-02,9.697910152e+04,-1.225838993e+00,-3.473210143e-02,0.000000000e+00,2.173420000e-01,1.020630314e-01,0.000000000e+00
8.493083043e-03,9.697912806e+04,-1.477672587e+00,-4.613774072e-02,0.000000000e+00,2.173420000e-01,1.036600671e-01,0.000000000e+00
9.080329954e-03,9.697911769e+04,-1.385463106e+00,-4.203838053e-02,0.000000000e+00,2.173420000e-01,1.030728357e-01,0.000000000e+00
1.032560637e-02,9.697909813e+04,-1.188923039e+00,-3.260265543e-02,0.000000000e+00,2.173420000e-01,1.018330975e-01,0.000000000e+00
1.082291675e-02,9.697909097e+04,-1.110952347e+00,-2.810502353e-02,0.000000000e+00,2.173420000e-01,1.013474511e-01,0.000000000e+00
1.093582262e-02,9.697908918e+04,-1.093223714e+00,-2.709208812e-02,0.000000000e+00,2.173420000e-01,1.012362828e-01,0.000000000e+00
1.098133783e-02,9.697908846e+04,-1.086076853e+00,-2.668374822e-02,0.000000000e+00,2.173420000e-01,1.011914681e-01,0.000000000e+00
1.108833440e-02,9.697908676e+04,-1.069276105e+00,-2.572382805e-02,0.000000000e+00,2.173420000e-01,1.010861181e-01,0.000000000e+00
1.176057660e-02,9.697907610e+04,-9.637197141e-01,-1.969280439e-02,0.000000000e+00,2.173420000e-01,1.004242216e-01,0.000000000e+00
1.320763031e-02,9.697906247e+04,-7.208056703e-01,-3.091658702e-03,0.000000000e+00,2.173420000e-01,9.894577994e-02,0.000000000e+00
1.380333351e-02,9.697905597e+04,-6.206719503e-01,4.543549263e-03,0.000000000e+00,2.173420000e-01,9.835513833e-02,0.000000000e+00
1.405380991e-02,9.697905323e+04,-5.785685431e-01,7.753939033e-03,0.000000000e+00,2.173420000e-01,9.810679019e-02,0.000000000e+00
1.244677517e-02,9.697906893e+04,-8.498097284e-01,-1.179333996e-02,0.000000000e+00,2.173420000e-01,9.972780732e-02,0.000000000e+00
1.249484208e-02,9.697906852e+04,-8.416599158e-01,-1.124361251e-02,0.000000000e+00,2.173420000e-01,9.967840285e-02,0.000000000e+00
1.294443129e-02,9.697906470e+04,-7.654314341e-01,-6.101790156e-03,0.000000000e+00,2.173420000e-01,9.921630297e-02,0.000000000e+00
1.445998595e-02,9.697904880e+04,-5.102930701e-01,1.295995191e-02,0.000000000e+00,2.173420000e-01,9.770406536e-02,0.000000000e+00
1.485734267e-02,9.697904527e+04,-4.436863003e-01,1.802767683e-02,0.000000000e+00,2.173420000e-01,9.730787746e-02,0.000000000e+00
1.512962842e-02,9.697904374e+04,-3.965310857e-01,2.234706352e-02,0.000000000e+00,2.173420000e-01,9.703723973e-02,0.000000000e+00
1.658360041e-02,9.697902807e+04,-1.375718917e-01,4.494592309e-02,0.000000000e+00,2.173420000e-01,9.557774381e-02,0.000000000e+00
1.658802979e-02,9.697902802e+04,-1.367829987e-01,4.501476823e-02,0.000000000e+00,2.173420000e-01,9.557329760e-02,0.000000000e+00
1.596073966e-02,9.697903478e+04,-2.485062961e-01,3.526489579e-02,0.000000000e+00,2.173420000e-01,9.620297093e-02,0.000000000e+00
1.571148195e-02,9.697903747e+04,-2.929002568e-01,3.139072215e-02,0.000000000e+00,2.173420000e-01,9.645317561e-02,0.000000000e+00
1.802104055e-02,9.697902733e+04,1.274116255e-01,7.025002879e-02,0.000000000e+00,2.173420000e-01,9.413540725e-02,0.000000000e+00
1.902345792e-02,9.697903481e+04,3.196862871e-01,8.948153302e-02,0.000000000e+00,2.173420000e-01,9.313036535e-02,0.000000000e+00
1.776933012e-02,9.697902745e+04,8.100545475e-02,6.581741850e-02,0.000000000e+00,2.173420000e-01,9.438797478e-02,0.000000000e+00
1.659092178e-02,9.697902802e+04,-1.362498217e-01,4.506569607e-02,0.000000000e+00,2.173420000e-01,9.557039576e-02,0.000000000e+00
2.204962376e-02,9.697900693e+04,9.342186328e-01,1.576869727e-01,0.000000000e+00,2.173420000e-01,9.010348283e-02,0.000000000e+00
2.252670279e-02,9.697900392e+04,1.032615033e+00,1.683229272e-01,0.000000000e+00,2.173420000e-01,8.962652309e-02,0.000000000e+00
2.089644963e-02,9.697901755e+04,7.000401915e-01,1.316960811e-01,0.000000000e+00,2.173420000e-01,9.125693006e-02,0.000000000e+00
2.043525566e-02,9.697902180e+04,6.063841832e-01,1.213014302e-01,0.000000000e+00,2.173420000e-01,9.171823325e-02,0.000000000e+00
1.990788775e-02,9.697902666e+04,4.992900387e-01,1.094153134e-01,0.000000000e+00,2.173420000e-01,9.224572606e-02,0.000000000e+00
2.266373010e-02,9.697900359e+04,1.063858587e+00,1.719710867e-01,0.000000000e+00,2.173420000e-01,8.948977424e-02,0.000000000e+00
2.284068336e-02,9.697900315e+04,1.104205643e+00,1.766822181e-01,0.000000000e+00,2.173420000e-01,8.931318059e-02,0.000000000e+00
2.383749405e-02,9.697901506e+04,1.331482064e+00,2.051780384e-01,0.000000000e+00,2.173420000e-01,8.831943364e-02,0.000000000e+00
2.444441056e-02,9.697902231e+04,1.469861210e+00,2.225279564e-01,0.000000000e+00,2.173420000e-01,8.771438251e-02,0.000000000e+00
2.514333677e-02,9.697903066e+04,1.629218898e+00,2.425081549e-01,0.000000000e+00,2.173420000e-01,8.701760448e-02,0.000000000e+00
2.587731609e-02,9.697903928e+04,1.816220416e+00,2.653179455e-01,0.000000000e+00,2.173420000e-01,8.628184614e-02,0.000000000e+00
2.657920490e-02,9.697904542e+04,1.996562982e+00,2.886329219e-01,0.000000000e+00,2.173420000e-01,8.557935661e-02,0.000000000e+00
2.732352295e-02,9.697905194e+04,2.187807271e+00,3.133572905e-01,0.000000000e+00,2.173420000e-01,8.483440153e-02,0.000000000e+00
2.809568534e-02,9.697905869e+04,2.386205852e+00,3.390065776e-01,0.000000000e+00,2.173420000e-01,8.406157829e-02,0.000000000e+00
2.938535126e-02,9.697908297e+04,2.761617151e+00,3.859030569e-01,0.000000000e+00,2.173420000e-01,8.277388355e-02,0.000000000e+00
2.949423192e-02,9.697908501e+04,2.793311429e+00,3.898623145e-01,0.000000000e+00,2.173420000e-01,8.266516931e-02,0.000000000e+00
2.930328286e-02,9.697908142e+04,2.737727707e+00,3.829187812e-01,0.000000000e+00,2.173420000e-01,8.285582651e-02,0.000000000e+00
3.024127545e-02,9.697908672e+04,3.016100590e+00,4.180159138e-01,0.000000000e+00,2.173420000e-01,8.191315290e-02,0.000000000e+00
3.071060681e-02,9.697908779e+04,3.156068255e+00,4.357034599e-01,0.000000000e+00,2.173420000e-01,8.144069733e-02,0.000000000e+00
3.200499167e-02,9.697908370e+04,3.599007618e+00,4.837211616e-01,0.000000000e+00,2.173420000e-01,8.014329602e-02,0.000000000e+00
3.309514245e-02,9.697908026e+04,3.972057940e+00,5.241624060e-01,0.000000000e+00,2.173420000e-01,7.905060475e-02,0.000000000e+00
3.142153602e-02,9.697908554e+04,3.399348703e+00,4.620767492e-01,0.000000000e+00,2.173420000e-01,8.072811137e-02,0.000000000e+00
3.438118787e-02,9.697912971e+04,4.423886229e+00,5.729859397e-01,0.000000000e+00,2.173420000e-01,7.776573282e-02,0.000000000e+00
3.491379096e-02,9.697912215e+04,4.627454520e+00,5.920247863e-01,0.000000000e+00,2.173420000e-01,7.723452343e-02,0.000000000e+00
3.703074343e-02,9.697909213e+04,5.436583145e+00,6.676990263e-01,0.000000000e+00,2.173420000e-01,7.512311050e-02,0.000000000e+00
3.735258830e-02,9.697909062e+04,5.558570603e+00,6.788117782e-01,0.000000000e+00,2.173420000e-01,7.480111974e-02,0.000000000e+00
3.747465428e-02,9.697909005e+04,5.604836740e+00,6.830265075e-01,0.000000000e+00,2.173420000e-01,7.467899843e-02,0.000000000e+00
3.593396772e-02,9.697910768e+04,5.017380242e+00,6.284928234e-01,0.000000000e+00,2.173420000e-01,7.621701622e-02,0.000000000e+00
3.785936312e-02,9.697908628e+04,5.763068010e+00,6.962617916e-01,0.000000000e+00,2.173420000e-01,7.429428957e-02,0.000000000e+00
3.889740493e-02,9.697908469e+04,6.196296419e+00,7.323978732e-01,0.000000000e+00,2.173420000e-01,7.324953933e-02,0.000000000e+00
3.964251263e-02,9.697908355e+04,6.507268305e+00,7.583363972e-01,0.000000000e+00,2.173420000e-01,7.249961632e-02,0.000000000e+00
4.026994851e-02,9.697908259e+04,6.769129674e+00,7.801785562e-01,0.000000000e+00,2.173420000e-01,7.186812559e-02,0.000000000e+00
4.110593597e-02,9.697905967e+04,7.113908338e+00,8.053511947e-01,0.000000000e+00,2.173420000e-01,7.104016669e-02,0.000000000e+00
4.195135065e-02,9.697903648e+04,7.462574984e+00,8.308076987e-01,0.000000000e+00,2.173420000e-01,7.020287112e-02,0.000000000e+00
4.296570738e-02,9.697901941e+04,7.882836223e+00,8.617085039e-01,0.000000000e+00,2.173420000e-01,6.918871979e-02,0.000000000e+00
4.336344268e-02,9.697901555e+04,8.035639468e+00,8.729401886e-01,0.000000000e+00,2.173420000e-01,6.879159056e-02,0.000000000e+00
4.431383529e-02,9.697900635e+04,8.400764400e+00,8.997784153e-01,0.000000000e+00,2.173420000e-01,6.784264618e-02,0.000000000e+00
4.432286721e-02,9.697900626e+04,8.404234313e+00,9.000334686e-01,0.000000000e+00,2.173420000e-01,6.783362802e-02,0.000000000e+00
4.574846502e-02,9.697902747e+04,8.958862938e+00,9.424145727e-01,0.000000000e+00,2.173420000e-01,6.639496327e-02,0.000000000e+00
4.693991160e-02,9.697899646e+04,9.348544338e+00,9.721422988e-01,0.000000000e+00,2.173420000e-01,6.521311841e-02,0.000000000e+00
4.717179871e-02,9.697899078e+04,9.423869870e+00,9.777080545e-01,0.000000000e+00,2.173420000e-01,6.498077418e-02,0.000000000e+00
4.765170181e-02,9.697897903e+04,9.579760193e+00,9.892266914e-01,0.000000000e+00,2.173420000e-01,6.449992503e-02,0.000000000e+00
4.887841139e-02,9.697894899e+04,9.978240952e+00,1.018670181e+00,0.000000000e+00,2.173420000e-01,6.327079722e-02,0.000000000e+00
5.207004949e-02,9.697898468e+04,1.090872245e+01,1.088539969e+00,0.000000000e+00,2.173420000e-01,6.008498843e-02,0.000000000e+00
5.238204988e-02,9.697898804e+04,1.100149159e+01,1.095520898e+00,0.000000000e+00,2.173420000e-01,5.977027144e-02,0.000000000e+00
5.249104366e-02,9.697899447e+04,1.103206078e+01,1.098160933e+00,0.000000000e+00,2.173420000e-01,5.966156126e-02,0.000000000e+00
5.065342128e-02,9.697896884e+04,1.049572251e+01,1.057527834e+00,0.000000000e+00,2.173420000e-01,6.149902927e-02,0.000000000e+00
5.027011473e-02,9.697896455e+04,1.038397436e+01,1.049136674e+00,0.000000000e+00,2.173420000e-01,6.188163573e-02,0.000000000e+00
4.960243610e-02,9.697895709e+04,1.018932115e+01,1.034520178e+00,0.000000000e+00,2.173420000e-01,6.254809489e-02,0.000000000e+00
5.448115414e-02,9.697904079e+04,1.148606759e+01,1.130458901e+00,0.000000000e+00,2.173420000e-01,5.765926052e-02,0.000000000e+00
5.557389348e-02,9.697906623e+04,1.173535580e+01,1.148193224e+00,0.000000000e+00,2.173420000e-01,5.655982769e-02,0.000000000e+00
5.267589616e-02,9.697899877e+04,1.107423145e+01,1.101160947e+00,0.000000000e+00,2.173420000e-01,5.947557645e-02,0.000000000e+00
5.639047089e-02,9.697909324e+04,1.191152379e+01,1.158708154e+00,0.000000000e+00,2.173420000e-01,5.575534204e-02,0.000000000e+00
5.684503894e-02,9.697912034e+04,1.197135497e+01,1.162097709e+00,0.000000000e+00,2.173420000e-01,5.530010391e-02,0.000000000e+00
5.809546584e-02,9.697919490e+04,1.213593874e+01,1.171421704e+00,0.000000000e+00,2.173420000e-01,5.404783375e-02,0.000000000e+00
5.838415010e-02,9.697921211e+04,1.217393596e+01,1.173574321e+00,0.000000000e+00,2.173420000e-01,5.375872393e-02,0.000000000e+00
5.974064548e-02,9.697916615e+04,1.235148790e+01,1.185230901e+00,0.000000000e+00,2.173420000e-01,5.239909809e-02,0.000000000e+00
6.136690925e-02,9.697915837e+04,1.243597975e+01,1.186534424e+00,0.000000000e+00,2.173420000e-01,5.077916614e-02,0.000000000e+00
6.219030569e-02,9.697915444e+04,1.247875897e+01,1.187194413e+00,0.000000000e+00,2.173420000e-01,4.995897558e-02,0.000000000e+00
6.081818191e-02,9.697916100e+04,1.240747085e+01,1.186094595e+00,0.000000000e+00,2.173420000e-01,5.132575702e-02,0.000000000e+00
6.306965964e-02,9.697916941e+04,1.252034690e+01,1.186393411e+00,0.000000000e+00,2.173420000e-01,4.907596821e-02,0.000000000e+00
6.429568587e-02,9.697917037e+04,1.250860288e+01,1.179156484e+00,0.000000000e+00,2.173420000e-01,4.785200069e-02,0.000000000e+00
6.485173707e-02,9.697917080e+04,1.250327650e+01,1.175874252e+00,0.000000000e+00,2.173420000e-01,4.729688318e-02,0.000000000e+00
6.635631081e-02,9.697917197e+04,1.248886429e+01,1.166993129e+00,0.000000000e+00,2.173420000e-01,4.579483586e-02,0.000000000e+00
6.661201982e-02,9.697916284e+04,1.248512192e+01,1.165798138e+00,0.000000000e+00,2.173420000e-01,4.553757389e-02,0.000000000e+00
6.861803404e-02,9.697908602e+04,1.246842467e+01,1.155388295e+00,0.000000000e+00,2.173420000e-01,4.353487034e-02,0.000000000e+00
7.004993701e-02,9.697903236e+04,1.245576557e+01,1.147877283e+00,0.000000000e+00,2.173420000e-01,4.210064041e-02,0.000000000e+00
6.751577273e-02,9.697912733e+04,1.247816949e+01,1.161170180e+00,0.000000000e+00,2.173420000e-01,4.463892293e-02,0.000000000e+00
6.837504797e-02,9.697909513e+04,1.247057285e+01,1.156662873e+00,0.000000000e+00,2.173420000e-01,4.377825129e-02,0.000000000e+00
6.680189470e-02,9.697915538e+04,1.248366124e+01,1.164825823e+00,0.000000000e+00,2.173420000e-01,4.534877091e-02,0.000000000e+00
0.000000000e+00,9.697927825e+04,0.000000000e+00,0.000000000e+00,0.000000000e+00,2.173420000e-01,1.121529758e-01,0.000000000e+00
4.727844568e-07,9.697927830e+04,-2.025600934e-03,-8.627390632e-06,0.000000000e+00,2.173420000e-01,1.121525030e-01,0.000000000e+00
1.000018684e-06,9.697927836e+04,-4.284486835e-03,-1.824838297e-05,0.000000000e+00,2.173420000e-01,1.121519758e-01,0.000000000e+00
1.527261124e-06,9.697927842e+04,-6.543407923e-03,-2.786952517e-05,0.000000000e+00,2.173420000e-01,1.121514486e-01,0.000000000e+00
