"dwal","p","u:0","u:1","u:2","ybar:0","ybar:1","ybar:2","Points:0","Points:1","Points:2"
2.111941816e-03,9.695175034e+04,-2.008971725e+00,-3.851226349e-02,0.000000000e+00,-1.930627013e+00,-3.685970651e-02,0.000000000e+00,2.173420000e-01,1.099112585e-01,0.000000000e+00
2.327315825e-03,9.695174573e+04,-1.989394246e+00,-3.482779317e-02,0.000000000e+00,-1.910432053e+00,-3.309895315e-02,0.000000000e+00,2.173420000e-01,1.096957681e-01,0.000000000e+00
2.522487440e-03,9.695173677e+04,-1.971608179e+00,-3.428882976e-02,0.000000000e+00,-1.893137322e+00,-3.240508299e-02,0.000000000e+00,2.173420000e-01,1.095011871e-01,0.000000000e+00
2.834183512e-03,9.695173022e+04,-1.928740282e+00,-2.887436888e-02,0.000000000e+00,-1.849484225e+00,-2.689433526e-02,0.000000000e+00,2.173420000e-01,1.091893238e-01,0.000000000e+00
3.120853434e-03,9.695172420e+04,-1.889314258e+00,-2.389463631e-02,0.000000000e+00,-1.809336045e+00,-2.182604674e-02,0.000000000e+00,2.173420000e-01,1.089025002e-01,0.000000000e+00
3.431607566e-03,9.695171768e+04,-1.846575906e+00,-1.849653782e-02,0.000000000e+00,-1.765814866e+00,-1.633195238e-02,0.000000000e+00,2.173420000e-01,1.085915793e-01,0.000000000e+00
3.719753396e-03,9.695170192e+04,-1.804725879e+00,-1.421322229e-02,0.000000000e+00,-1.724835491e+00,-1.216890161e-02,0.000000000e+00,2.173420000e-01,1.083043160e-01,0.000000000e+00
4.167703448e-03,9.695169157e+04,-1.737451940e+00,-5.720832807e-03,0.000000000e+00,-1.656893549e+00,-3.516131037e-03,0.000000000e+00,2.173420000e-01,1.078561282e-01,0.000000000e+00
4.592628414e-03,9.695168176e+04,-1.673635949e+00,2.335039274e-03,0.000000000e+00,-1.592443892e+00,4.691878389e-03,0.000000000e+00,2.173420000e-01,1.074309777e-01,0.000000000e+00
5.038558042e-03,9.695167146e+04,-1.606665441e+00,1.078912488e-02,0.000000000e+00,-1.524808393e+00,1.330562171e-02,0.000000000e+00,2.173420000e-01,1.069848115e-01,0.000000000e+00
5.466306892e-03,9.695165931e+04,-1.537908853e+00,1.628760413e-02,0.000000000e+00,-1.457055490e+00,1.854915453e-02,0.000000000e+00,2.173420000e-01,1.065583960e-01,0.000000000e+00
6.105131809e-03,9.695163805e+04,-1.442821737e+00,2.981516970e-02,0.000000000e+00,-1.361522775e+00,3.256047695e-02,0.000000000e+00,2.173420000e-01,1.059192374e-01,0.000000000e+00
6.739627731e-03,9.695161694e+04,-1.348378977e+00,4.325106578e-02,0.000000000e+00,-1.266637437e+00,4.647685169e-02,0.000000000e+00,2.173420000e-01,1.052844102e-01,0.000000000e+00
7.374102589e-03,9.695159582e+04,-1.253939354e+00,5.668651582e-02,0.000000000e+00,-1.171755250e+00,6.039276446e-02,0.000000000e+00,2.173420000e-01,1.046496040e-01,0.000000000e+00
8.014175191e-03,9.695157037e+04,-1.149921673e+00,6.912726945e-02,0.000000000e+00,-1.068729791e+00,7.290805268e-02,0.000000000e+00,2.173420000e-01,1.040115793e-01,0.000000000e+00
1.177270286e-02,9.695148103e+04,-4.573932107e-01,1.576356026e-01,0.000000000e+00,-3.771182220e-01,1.618862764e-01,0.000000000e+00,2.173420000e-01,1.008141743e-01,0.000000000e+00
1.354713922e-02,9.695148402e+04,-5.518922066e-03,2.050366616e-01,0.000000000e+00,7.592748848e-02,2.103363440e-01,0.000000000e+00,2.173420000e-01,9.901868996e-02,0.000000000e+00
1.685333265e-02,9.695148960e+04,8.364294488e-01,2.933560136e-01,0.000000000e+00,9.200584944e-01,3.006102465e-01,0.000000000e+00,2.173420000e-01,9.567327926e-02,0.000000000e+00
1.810357197e-02,9.695149171e+04,1.154812805e+00,3.267540374e-01,0.000000000e+00,1.239267216e+00,3.347473848e-01,0.000000000e+00,2.173420000e-01,9.440820990e-02,0.000000000e+00
2.087436893e-02,9.695149639e+04,1.860418220e+00,4.007711804e-01,0.000000000e+00,1.946701815e+00,4.104025634e-01,0.000000000e+00,2.173420000e-01,9.160454641e-02,0.000000000e+00
2.548675412e-02,9.695150201e+04,2.917057869e+00,4.990897108e-01,0.000000000e+00,3.005845300e+00,5.120604776e-01,0.000000000e+00,2.173420000e-01,8.720937833e-02,0.000000000e+00
3.038284336e-02,9.695156231e+04,4.643550364e+00,6.526604829e-01,0.000000000e+00,4.726477230e+00,6.689574796e-01,0.000000000e+00,2.173420000e-01,8.194620223e-02,0.000000000e+00
3.244997738e-02,9.695160689e+04,5.378708840e+00,7.202362887e-01,0.000000000e+00,5.458701734e+00,7.378228383e-01,0.000000000e+00,2.173420000e-01,7.973570777e-02,0.000000000e+00
2.776964453e-02,9.695150595e+04,3.714188626e+00,5.672335031e-01,0.000000000e+00,3.800824518e+00,5.819002918e-01,0.000000000e+00,2.173420000e-01,8.474063234e-02,0.000000000e+00
3.513417162e-02,9.695166479e+04,6.333319488e+00,8.079841496e-01,0.000000000e+00,6.409502589e+00,8.272451966e-01,0.000000000e+00,2.173420000e-01,7.686535855e-02,0.000000000e+00
3.759451203e-02,9.695159554e+04,7.002615133e+00,8.596718527e-01,0.000000000e+00,7.076178729e+00,8.803372800e-01,0.000000000e+00,2.173420000e-01,7.449798265e-02,0.000000000e+00
4.015977882e-02,9.695152334e+04,7.700454298e+00,9.135638866e-01,0.000000000e+00,7.771286675e+00,9.356935868e-01,0.000000000e+00,2.173420000e-01,7.202964502e-02,0.000000000e+00
